file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,serverity
384108,5da5952,,37,0,0,0,278,1,0,139,1225,0.9178618,0.12807882,0.16748768,59,0,24,30,0,5,0,0,0,0,13,0,0,13,0,0,0,0,1,947,91,23,115,2,17,9,18,153,1,129,7,6,0,0,250,1,2,major
385394,8db6c32,,45.285713,0,0,0,126.57143,1.4285715,0,103.42857,1273.5714,0.84791654,0.33683398,3.5126667,39.285713,1,20.857143,11.857142,1.4285715,5.142857,0,0,1.2857143,0,23.142857,5.571429,2,17.285715,0,3.857143,5.428571,0,2.5714285,579.2857,28.714285,11,40.857143,1.7142857,8.142858,14.285714,13.285714,110.57143,2.4285715,91.71429,4.714286,5.428571,0.2857143,0,211,3.2857144,0.71428573,major
423588,6750d25,,28,0,0,0,90,2,0,58,972,0.9583987,0.072463766,0.17294686,49,0,29,3,11,6,0,5,4,0,26,13,11,12,2,1,8,0,0,334,34,4,19,1,8,3,17,55,0,50,3,4,1,0,218,1025,0,major
420238,7710840,,18,0,0,0,162,2,0,65,347,0.9111111,0.12535612,0.35897437,30,3,14,3,4,9,0,0,0,0,30,16,0,0,0,30,16,0,56,738,17,18,43,0,65,3,394,402,325,222,4,0,0,0,207,1,0,normal
405216,470f274,,34,0,0,0,135,2,0,119,366,0.9191919,0.14035088,0.45614034,33,0,7,15,2,9,0,0,0,0,24,10,0,10,0,14,4,0,4,555,33,8,38,1,14,15,68,138,14,87,5,5,1,0,251,1,0,normal
413943,828d765,,0,0,0,0,0,1,0,0,0,NaN,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,50,1,0,enhancement
423495,2c6ce93,,21,0,0,0,38,2,0,40,252,0.9028572,0.07509881,0.4743083,25,0,13,2,10,0,0,0,0,0,14,0,0,14,0,0,0,0,0,194,6,2,7,0,2,2,8,38,0,25,3,4,0,0,168,1,0,normal
236006,39b4efc,,9.666667,0,0,0,13.666667,1.6666666,0,9.666667,35,0.027777778,NaN,NaN,9.333333,0.33333334,8.333333,0,0.6666667,0.33333334,0,0.33333334,0,0,0.33333334,0,0,0.33333334,0,0,0,0,0.33333334,40.333332,7.6666665,0,0.6666667,0,1.3333334,0.6666667,1,2.3333333,0,2.3333333,1,0,0.33333334,0,99,342.33334,0,enhancement
424252,4122371,,33,0,0,0,91,2,0,102,1000,0.93835604,0.22727273,0.3181818,48,0,5,36,4,3,0,0,0,0,73,0,0,73,0,0,1,0,3,922,41,4,14,0,2,31,7,210,3,134,2,7,0,0,324,17,0,normal
423892,5f5d161,,4.6666665,0,0,0,4.6666665,1.6666666,0,6.6666665,1,NaN,NaN,NaN,1.6666666,0,1.3333334,0.33333334,0,0,0,0,0,0,271.33334,270.33334,270,1.3333334,0,0,0.33333334,0,0,290,2,0.33333334,1.6666666,0.33333334,0.33333334,1.6666666,0.33333334,4.3333335,0,274,1,0,0,0,231.66667,1,0,normal
423725,b13507a,,17,0,0,0,77,1,0,54,27,0.78333336,0.55128205,1,18,1,11,5,0,2,0,0,0,0,10,2,1,2,0,7,2,0,1,263,23,13,19,0,5,7,6,57,0,42,4,0,0,0,101,1,0,normal
423040,9d4f714,,18,0,0,0,46,1,0,19,47,0.8421053,0.47252747,1,19,0,10,5,0,4,0,0,0,0,13,2,0,11,0,2,2,0,0,280,4,4,19,0,3,2,0,36,0,34,3,8,0,0,59,1,0,normal
413096,7100b54,,157,0,0,0,329,2,0,316,8521,0.98177755,0.016142271,0.021614227,135,10,71,49,4,11,0,0,13,0,50,10,2,45,0,3,5,0,10,2017,121,31,74,14,10,30,66,289,10,249,5,62,1,0,724,17,0,major
423768,05044a5,,27,0,0,0,122,1,0,101,331,0.8939394,0.13852814,0.1904762,30,0,21,8,0,1,0,0,0,5,11,2,1,10,0,0,2,0,10,440,20,27,37,8,2,52,9,94,10,78,8,0,0,0,186,1,0,critical
423718,75ffbc3,,31,0,0,0,165,1,0,87,94,0.88916254,0.3,0.3,29,0,0,24,0,5,0,0,0,0,14,6,0,10,0,4,2,0,2,570,38,23,52,1,16,12,20,144,14,131,4,3,0,0,233,1,0,normal
423748,c67130c,,14,0,0,0,49,2,0,31,56,0.8974359,0.4,0.6666667,13,1,2,7,4,0,0,0,0,0,12,0,1,1,0,10,0,0,6,230,13,6,7,1,23,0,24,68,31,45,3,4,1,0,100,1,0,normal
420972,657bd90,,11.066667,0,0,0,23,1.7333333,0,16.8,68.26667,0.414607,NaN,NaN,7.266667,0.4,4.866667,1.6666666,0.53333336,0.2,0,0,0,0.06666667,3.9333334,2.6,1.8666667,1.2666667,0.46666667,0.33333334,2.1333334,0,0.4,101.066666,10,1.0666667,6.6666665,0.13333334,1.9333333,1.9333333,3.5333333,16.733334,0.8666667,13.933333,1.4,1.3333334,0.13333334,0,64.333336,1,0,trivial
412479,642ec7b,,17.75,0,0,0,49,2,0,38.75,177.5,0.5157268,0.25655273,1.2763534,15.5,0.5,10,4.25,0.5,0.75,0,0,0,0,4.75,0.75,0.5,4,0,0.25,0.75,0,0.25,211.5,11.5,5,14.75,0.25,5.25,0.75,5.5,41.5,2,36.25,2.5,2,0,0,98.25,1,0,normal
416746,aad29ac,,31,0,0,0,113,2,0,59,676,0.88742965,0.07394958,0.11092437,41,0,35,6,0,0,0,0,0,0,13,4,0,13,0,0,4,0,0,411,30,6,32,0,5,13,18,78,6,71,4,2,0,0,147,1,0,normal
417399,bd4f8f4,,44,0,0,0,156,1,0,122,278,0.936,0.028571429,0.057142857,25,2,9,10,4,2,0,0,0,0,20,3,2,11,4,3,3,0,2,890,25,13,75,8,9,20,7,123,3,110,6,11,0,0,197,1,7,normal
369884,4cd7ec0,,49,0,0,0,94,1,0,102,145,0.90175444,0.06666667,0.13333334,19,9,10,9,0,0,0,0,0,0,15,10,2,13,0,0,10,0,20,421,35,4,42,8,8,24,10,92,9,81,3,6,0,0,251,1,3,normal
410049,cf38dbb,,33,0,0,0,123,1,0,80,776,0.9217686,0.120731704,0.25609756,49,9,38,8,2,1,0,0,0,0,18,8,8,6,0,4,8,0,14,443,51,4,26,0,11,30,15,86,29,79,3,0,1,0,180,1,0,major
422533,8cf9ee8,,156,0,0,0,324,2,0,311,8521,0.98177755,0.016142271,0.021614227,135,10,71,49,4,11,0,0,13,0,50,10,2,45,0,3,5,0,10,2004,121,31,70,13,10,29,66,283,10,245,5,62,1,0,719,17,0,normal
418859,d5c1984,,31,0,0,0,112,2,0,59,676,0.88742965,0.07394958,0.11092437,41,0,35,6,0,0,0,0,0,0,13,4,0,13,0,0,4,0,0,410,30,6,32,0,5,13,17,77,6,70,4,2,0,0,147,1,0,normal
397872,3b3894f,,37,0,0,0,278,1,0,139,1225,0.9178618,0.12807882,0.16748768,59,0,24,30,0,5,0,0,0,0,13,0,0,13,0,0,0,0,1,947,91,23,115,2,17,9,18,153,1,129,7,6,0,0,250,1,2,normal
420951,a670ec8,,17,0,0,0,164,2,0,65,347,0.9111111,0.12535612,0.35897437,30,3,14,3,4,9,0,0,0,0,30,16,0,0,0,30,16,0,56,736,17,18,42,0,65,2,394,402,325,222,4,0,0,0,207,1,0,normal
395161,995063c,,10,0,0,0,11,1,0,17,15,0.71428573,0,0,7,0,2,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,64,0,2,1,0,0,1,0,5,0,8,1,1,0,0,42,1,1,normal
409834,eeb3a08,,37,0,0,0,278,1,0,138,1261,0.91916555,0.12807882,0.16748768,59,0,24,30,0,5,0,0,0,0,13,0,0,13,0,0,0,0,1,945,90,23,115,2,17,9,17,152,1,128,7,6,0,0,250,1,2,normal
398381,9c42f70,,34.5,0,0,0,117,1.5,0,84,362,0.8646011,0.3015031,1.0566503,28.5,1,17,7.5,0,4,0,0,0,0,14,2.5,1.5,8.5,0,4,2.5,0,0.5,516,27,15.5,32.5,0,9,6,7.5,98.5,0.5,78.5,5,3.5,0,0,150,1,0.5,normal
421764,c906222,,12,0,0,0,7.5,2,0,17.5,2,NaN,NaN,NaN,4.5,0,1.5,1.5,1.5,0,0,0,0,0,407,404,403.5,3.5,0,0,0.5,0,0,454.5,2.5,0,2,0,2.5,0.5,1.5,8,0,411.5,1,1,0,0,361.5,1,0,normal
421725,bd62f7a,,49,0,0,0,211,4,0,113,3677,0.94761896,0.04009193,0.23237997,90,0,34,1,47,8,0,7,5,0,14,1,0,14,0,0,0,0,7,939,43,16,63,3,3,5,41,126,9,98,4,9,3,0,605,1025,0,trivial
418254,a4948bf,,66,0,0,0,177,2,0,140,478,0.95230263,0.033333335,0.033333335,32,1,11,16,5,0,0,0,0,0,19,6,1,12,0,6,4,0,5,935,50,10,67,1,22,16,39,168,15,138,4,18,1,0,293,1,0,normal
415522,d7c4238,,24,0,0,0,35,3,0,56,84,0.83823526,0.1969697,0.33333334,17,1,3,5,9,0,0,0,0,0,12,8,0,12,0,0,8,0,5,268,14,1,12,3,1,8,10,59,0,47,3,5,1,0,186,1,0,normal
419710,e30547c,,4,0,0,0,12,2,0,6,6,0,0,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,2,1,0,0,0,1,6,0,6,3,0,0,0,46,1,0,normal
418910,530d1b7,,4.4645667,0,0,0,13.496063,1.503937,0,5.3779526,191.26772,NaN,NaN,NaN,9.291339,0.3464567,8.968504,0.062992126,0.20472442,0.05511811,0,0.09448819,0.007874016,0,1.3937008,0.496063,0.33858266,0.77952754,0.24409449,0.031496063,0.47244096,0,0.9212598,38.90551,5.5826774,0.4488189,1.7716535,0.13385826,0.7322835,4.7007875,0.78740156,4.5748034,0.4488189,3.8661418,1.031496,0,0.007874016,0,42.96063,194.51181,0.007874016,enhancement
396296,4785570,,13,0,0,0,79,1,0,43,259,0.8937382,0.15584415,0.2987013,31,0,18,9,4,0,0,1,0,0,17,3,2,15,0,0,2,0,0,345,16,3,17,0,7,0,16,55,13,36,4,5,2,0,254,1025,0,normal
420835,b2eb153,,17,0,0,0,33,2,0,35,9,0.5,0.4,0.4,10,0,6,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,107,17,0,14,0,4,0,6,31,8,25,3,0,0,0,61,1,0,normal
411017,634288d,,8.590909,0,0,0,15.954545,1.8181819,0,14.363636,47.81818,NaN,NaN,NaN,8.409091,0.36363637,6.9545455,0.6818182,0.72727275,0.045454547,0,0,0.27272728,0,5.5454545,1.3636364,0.54545456,4.6363635,0,0.36363637,1.2727273,0,0.8636364,89.90909,4.2272725,0.6818182,4.681818,0.22727273,1.0454545,1.7727273,5.4545455,17.59091,3.6363637,13.227273,0.90909094,2.2727273,0.045454547,0,63.227272,1,0,normal
417929,12e12cc,,46,0,0,0,148,1,0,88,211,0.9114941,0.2857143,0.39285713,30,0,2,22,0,6,0,0,0,0,29,5,1,20,1,7,4,0,2,676,39,9,45,0,16,8,22,134,13,110,5,17,0,0,240,1,0,normal
411750,e83dc25,,7,0,0,0,18,2,0,16,10,0.7291667,0.3,0.3,8,0,5,3,0,0,0,0,0,0,6,1,0,5,0,1,1,0,0,100,7,1,6,0,0,0,0,16,0,11,2,2,0,0,57,1,0,normal
420126,8821997,,9,0,0,0,3,1,0,3,1,0.5,0.33333334,0.33333334,3,0,0,0,0,3,0,0,0,0,6,0,0,3,0,3,0,0,0,207,1,0,0,0,0,0,0,3,0,6,0,3,0,0,31,1,0,critical
418275,501d695,,39,0,0,0,67,2,0,78,86,0.84821427,0.22222222,0.46666667,16,0,7,6,3,0,0,0,0,0,7,1,0,7,0,0,1,0,0,241,18,5,30,1,7,0,18,77,2,59,5,1,0,0,173,1,0,enhancement
371027,f368d17,,16,0,0,0,38,1,0,45.5,2,0.61875,NaN,NaN,4.5,2.5,2.5,2,0,0,0,0,0,0,4,2.5,0,4,0,0,2.5,0,4.5,156.5,7.5,11,10,2,4,17,6,40.5,4.5,38.5,3.5,1,0,0,107,1,6,normal
420035,68c6962,,12.5,0,0,0,29.5,1.5,0,30.5,54,0.9666667,0,0,9,7.5,7.5,1.5,0,0,0,0,0,0,1,1,0.5,0.5,0,0,0.5,0,8.5,101.5,12.5,3.5,6.5,0.5,2.5,3,8.5,27.5,3,23,3,0,0,0,57.5,1,0,enhancement
419435,f9ae23c,,6,0,0,0,100,1,0,54,772,0.9375,0.0056899,0.0056899,40,39,38,2,0,0,0,0,0,0,6,6,0,6,0,0,6,0,39,417,52,6,12,20,6,30,26,81,9,64,2,0,0,0,199,1,0,normal
302536,565a21e,,19,0,0,0,105,1,0,90,251,0.9461281,0.15384616,0.46153846,27,1,12,14,0,1,0,0,0,0,44,37,15,28,0,1,35,0,1,460,35,17,16,2,5,38,21,133,0,126,4,0,0,0,241,1,0,normal
418683,955a7e0,,37,0,0,0,147,3,0,150,1388,0.94553137,0.102564104,0.29149798,61,0,19,22,20,0,0,0,0,0,31,3,1,30,0,0,3,0,7,764,31,7,45,2,5,20,43,136,10,96,3,10,1,0,496,1,0,critical
418715,f407117,,6,0,0,0,9.5,2,0,16.5,3,NaN,NaN,NaN,2,0.5,1,1,0,0,0,0,0,0,397.5,397.5,396,1.5,0,0,2,0,0.5,435,6,0,3,1,2.5,8.5,0.5,9.5,3,403.5,1,0,0,0,321,1,0,normal
412285,04f909b,,40,0,0,0,69,2,0,81,86,0.84821427,0.22222222,0.46666667,16,0,7,6,3,0,0,0,0,0,7,1,0,7,0,0,1,0,0,243,19,5,32,1,7,0,18,78,2,60,5,1,0,0,175,1,0,normal
416099,8a91a57,,6,0,0,0,5,1,0,5,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,3,0,0,0,0,2,0,2,3,0,0,0,19,1,0,normal
372956,e361bf5,,7,0,0,0,44,2,0,8,15,0.5714286,0.14285715,0.14285715,7,0,1,0,6,0,0,2,1,0,1,0,0,1,0,0,0,0,0,130,3,6,21,0,25,0,74,63,42,30,5,0,0,0,133,1025,0,critical
398684,9e3a192,,58,0,0,0,128.66667,1,0,128,2295,0.8778059,0.19043727,1.1736842,49.666668,2.3333333,28,11.666667,2,8,0,0,3,0,31,8,4.6666665,21.333334,0,5,9.333333,0,5.6666665,606.3333,32,7.6666665,36.666668,4.3333335,5.6666665,28,21.333334,125.666664,3,107.666664,4.6666665,5,0,0,299.66666,1,1.6666666,normal
417947,c709c69,,27,0,0,0,81,1,0,60,101,0.84649134,0.10714286,0.21428572,19,2,6,12,0,1,0,0,3,0,12,2,0,11,0,1,4,0,3,261,21,2,33,4,30,2,8,53,0,39,4,1,1,0,310,1,1,normal
168226,5dbded4,,6,0,0,0,17,1,0,14,22,0.625,0.14285715,0.14285715,8,0,6,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,69,6,1,5,1,3,8,2,15,4,10,2,1,0,0,148,1,0,normal
414297,69ebc69,,9,0,0,0,27,2,0,20,137,0.8703704,0.051282052,0.051282052,18,0,9,5,3,1,0,1,2,3,6,0,0,6,0,0,0,0,0,131,6,3,1,0,0,0,4,18,0,12,3,2,1,0,131,1025,0,normal
345372,75453d4,,15,0,0,0,49,1,0,43,46,0.8375,0.21818182,0.43636364,16,0,9,6,1,0,0,0,5,0,10,4,3,7,0,0,7,0,10,409,13,3,12,0,15,4,40,71,15,52,2,2,4,0,324,17,0,normal
411577,404de0c,,130,0,0,0,301,17,0,253,1962,0.9625671,0.13333334,0.33333334,68,23,5,58,5,0,0,0,0,0,44,11,0,38,0,6,13,0,49,2106,103,34,66,3,33,20,67,410,7,316,6,13,19,0,496,1,0,normal
413590,c1156eb,,133,0,0,0,818,2,0,387,18809,0.9711218,0.045995526,0.19436242,207,4,141,57,1,8,0,0,0,0,45,4,0,43,1,1,4,0,23,3243,234,110,260,9,58,23,106,603,12,528,9,27,2,0,715,1,0,normal
331690,f350f92,,31,0,0,0,109,1,0,60,96,0.8857143,0.1904762,0.1904762,20,0,0,13,0,7,0,0,0,0,21,6,0,17,0,4,2,0,2,591,26,10,42,1,8,9,20,92,6,85,3,9,0,0,208,1,0,normal
384354,5e319c1,,20,0,0,0,62,2,0,62,26,0.7788462,0.52380955,0.71428573,13,0,3,6,3,1,0,0,0,0,8,2,0,3,5,0,2,0,0,332,15,5,18,0,0,35,28,73,25,60,3,0,1,0,98,1,1,major
389129,8c97939,,15,0,0,0,54,2,0,60,46,0.7261905,0.27941176,0.33088234,21,0,8,4,9,0,0,0,0,0,4,1,0,3,0,1,1,0,3,270,12,12,12,0,4,0,29,60,6,53,4,3,0,0,154,1,0,minor
417201,fd8f8204,,37,0,0,0,180.5,1.5,0,81,437,0.85353535,0.1984447,0.5397465,28,0,19,8,1,0,0,0,0.5,0,7,1,0,7,0,0,0.5,0,6,496,64.5,18,58,1,28,4.5,27.5,105.5,13.5,77.5,4,0.5,0,0,186.5,1,0,normal
408763,5cae023,,7,0,0,0,21.666666,2,0,15,106,0.28333336,NaN,NaN,11.333333,0,10.333333,0.6666667,0.33333334,0,0,0,0,0,2,0,0,2,0,0,0,0,0,71.666664,15,2.3333333,3,0,0.6666667,1.3333334,4.3333335,11.666667,0,11,2.3333333,0,0,0,73.333336,1,0,normal
416773,0af425d,,41,0,0,0,57,3,0,82,75,0.84523803,0.027777778,0.027777778,14,0,8,5,0,1,0,0,0,0,12,2,0,9,0,3,0,0,0,477,9,4,14,0,12,8,8,60,0,50,3,13,2,0,146,1,0,normal
416995,087a045,,49,0,0,0,92,1,0,101,129,0.8931624,0.06666667,0.13333334,18,9,10,8,0,0,0,0,0,0,13,8,2,11,0,0,8,0,20,416,34,4,41,8,8,23,10,90,9,79,3,6,0,0,250,1,3,normal
416902,68e61aa,,37,0,0,0,275,1,0,139,1321,0.921773,0.115763545,0.16748768,59,0,24,30,0,5,0,0,0,0,13,0,0,13,0,0,0,0,1,935,90,23,111,2,17,9,17,150,1,126,7,6,0,0,249,1,2,major
377981,f03b1d2,,40.5,0,0,0,82.333336,1.1666666,0,85,1158.1666,0.79485244,NaN,NaN,28.666666,2.6666667,16.333334,7.1666665,1.1666666,4,0,0,1.5,0,18.333334,5.1666665,2.5,13,0,2.8333333,5.8333335,0,6.6666665,384.16666,22.5,4.8333335,25.833334,3.5,4.5,18,12.666667,80.666664,3,70.333336,3.5,3.5,0,0,201.33333,1,1.3333334,normal
413427,6ed2236,,17.833334,0,0,0,11.333333,2.6666667,0,24,10.666667,0.41666666,0,0,4.3333335,2.3333333,2.3333333,2,0,0,0,0,0,0,0.8333333,0.6666667,0,0.8333333,0,0,0.6666667,0,1.5,215.83333,2.6666667,2,1.6666666,0.16666667,1,9.833333,9.833333,17.833334,0.5,14,2.5,4.5,3.3333333,0,81.166664,1,0,normal
413399,bb702b0,,15,0,0,0,41.5,2,0,32,19,0.64444447,0.6166667,1.4,10,0,4,5,1,0,0,0,0,0,5.5,1,3.5,2,0,0,0,0,0,145,16.5,3,12.5,0,9.5,2,19.5,47.5,17.5,33,3.5,0,0.5,0,87,1,0,normal
403760,e87eb3f,,133,0,0,0,818,2,0,387,18801,0.9710145,0.045995526,0.19436242,207,4,141,57,1,8,0,0,0,0,45,4,0,43,1,1,4,0,23,3242,234,110,260,9,58,23,106,602,12,527,9,27,2,0,715,1,0,normal
395084,a7eb676,,156,0,0,0,327,2,0,311,8533,0.9819257,0.015595076,0.020793434,135,10,71,49,4,11,0,0,13,0,50,10,2,45,0,3,5,0,10,2006,122,31,70,13,10,29,66,283,10,245,5,62,1,0,720,17,0,normal
400048,c59a25a,,15.5,0,0,0,45.5,2,0,30.5,14,0.70671,0.29166666,0.82142854,10.5,0,6.5,3,1,0,0,0,0,0,7,0.5,0,6.5,0,0.5,0.5,0,1,141.5,16,0.5,14.5,0,7.5,0,7.5,42,7,22.5,2,0,0,0,84.5,1,0,normal
414912,ef97549,,32,0,0,0,188,4,0,65,549,0.9529411,0.013333334,0.013333334,34,34,22,9,0,3,0,0,0,0,5,5,4,1,0,0,4,0,38,603,45,36,43,0,13,25,29,94,14,81,4,1,4,0,133,17,2,major
387951,0c314f5,,136,0,0,0,313,1,0,286,6641,0.97479695,0.04100877,0.17368421,123,5,69,27,4,23,0,0,8,0,70,17,7,51,0,12,17,0,13,1509,75,21,89,9,13,62,55,290,5,251,8,15,0,0,641,1,0,normal
407536,de8bd0c,,134,0,0,0,819,2,0,388,18801,0.9710145,0.045995526,0.19436242,207,4,141,57,1,8,0,0,0,0,45,4,0,43,1,1,4,0,23,3248,234,111,260,9,58,23,106,605,12,530,9,27,2,0,715,1,0,normal
413167,9a67c52,,41,0,0,0,55,1,0,84,38,0.8452381,0.5714286,0.75,16,1,4,8,1,3,0,0,0,0,21,8,0,20,0,1,8,0,8,385,9,6,16,1,1,8,21,94,11,77,7,12,0,0,172,1,0,normal
406003,cc298fe,,12,0,0,0,23,1,0,32,28,0.77777773,0,0,9,0,2,6,0,1,0,0,1,0,3,0,0,3,0,0,0,0,0,94,6,5,8,0,0,3,0,16,2,13,2,0,0,0,47,1,0,major
399401,a4a2422,,44,0,0,0,154,1,0,121,278,0.936,0.028571429,0.057142857,25,2,9,10,4,2,0,0,0,0,20,3,2,11,4,3,3,0,2,886,25,13,74,8,9,20,7,122,3,109,6,11,0,0,196,1,7,normal
414999,bfa85ac,,9,0,0,0,3,1,0,3,1,0.5,0.33333334,0.33333334,3,0,0,0,0,3,0,0,0,0,6,0,0,3,0,3,0,0,0,206,1,0,0,0,0,0,0,3,0,6,0,3,0,0,31,1,0,normal
413431,363bf2f,,11.666667,0,0,0,14,1.6666666,0,21.333334,7,0.36111107,0.42222223,1.6666667,6.3333335,0,1,0.33333334,5,0,0,1.6666666,0,0,2,1,0,2,0,0,1,0,0,43.333332,4.3333335,2,2.6666667,0,1.3333334,5.3333335,0.33333334,8,0.33333334,8,2.6666667,0,0,0,43.666668,342.33334,0,normal
408920,74f064e,,15,0,0,0,88,1,0,35,57,0.6481482,0.45454547,0.6818182,18,0,1,6,0,11,0,0,0,0,3,0,0,3,0,0,0,0,0,230,36,10,29,0,6,0,3,38,0,32,4,0,0,0,104,0,0,normal
414741,5ef642c,,11,0,0,0,11,1,0,11,0,0.5,1,1,2,0,0,0,0,2,0,0,0,0,2,1,1,1,0,0,1,0,0,42,0,1,3,0,3,1,0,7,0,5,3,0,0,0,53,1,0,normal
411027,2965a67,,134,0,0,0,819,2,0,388,18801,0.9710145,0.045995526,0.19436242,207,4,141,57,1,8,0,0,0,0,45,4,0,43,1,1,4,0,23,3248,234,111,260,9,58,23,106,605,12,530,9,27,2,0,715,1,0,normal
414254,25a15c4,,134,0,0,0,819,2,0,388,18801,0.9710145,0.045995526,0.19436242,207,4,141,57,1,8,0,0,0,0,45,4,0,43,1,1,4,0,23,3245,234,111,260,9,58,23,106,605,12,530,9,27,2,0,715,1,0,normal
407749,405656,,14.5,0,0,0,20,1,0,34.5,13,0.57638884,0,0,6.5,0,1,4.5,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0.5,93.5,1,4,4,1.5,0,1.5,0.5,13.5,0,13,4,1,0,0,57.5,1,0.5,normal
413690,da889ed,,17.333334,0,0,0,69.666664,2,0,63.333332,578,0.80788237,0.21500152,0.9173044,33,0,17.666666,7.6666665,7.6666665,0,0,0.33333334,0,0,14.666667,1.3333334,0.6666667,14,0,0,1.3333334,0,2.3333333,321.33334,20.333334,4,19.333334,1,3,6.6666665,19,57.333332,4.3333335,40.666668,2,3.3333333,0.33333334,0,284.66666,683.6667,0,normal
413685,df1c938,,13.5,0,0,0,55.833332,1.8333334,0,46.333332,453.5,0.8018815,0.25553545,3.1015742,28.666666,0,15.333333,3,9.833333,0.5,0,0.16666667,0.16666667,0,7.8333335,2.1666667,1,5.6666665,0.6666667,0.5,1.8333334,0,1.6666666,256.5,18.5,3.8333333,15.833333,1.1666666,1.8333334,2.5,13.333333,47.333332,1.1666666,32.333332,2.5,2.6666667,0.16666667,0,176.83333,171.66667,0,normal
413688,d4512cc,,7.6666665,0,0,0,39.666668,1.1666666,0,20.333334,102.666664,0.7637522,0.26427278,1.927517,15,8.333333,10.666667,3.3333333,0.33333334,0.6666667,0,0,4.6666665,0,7.1666665,5.8333335,3.1666667,3.3333333,0,0.6666667,4.1666665,0,3.8333333,149.66667,14.666667,2.3333333,14,0.16666667,1.8333334,3.6666667,8.833333,28.833334,1.6666666,20.5,2.5,2.8333333,0,0,167.66667,6.1666665,0,normal
409423,c8c18df,,77,0,0,0,168,1.5,0,158.5,3328,0.92489845,0.020504385,0.17368421,64.5,3,37,13.5,2.5,11.5,0,0,4,0,37,8.5,3.5,27.5,0,6,8.5,0,6.5,831,42,11,48.5,4.5,9,32,29.5,156,2.5,137,5.5,9,0,0,355.5,1,0,normal
413649,f04f4c0,,11,0,0,0,31,1,0,19,10,0.8,0,0,5,5,2,3,0,0,0,0,0,0,3,3,0,3,0,0,3,0,10,98,8,2,4,1,1,2,6,33,0,25,6,0,0,0,92,0,0,normal
413628,47c1b8d,,7.5,0,0,0,34.75,1.25,0,24.5,212.75,0.6631945,0.28294146,1.3556949,16,1.25,11,4.5,0.5,0,0,0,0,0,13.75,7.25,3.25,10.5,0,0,6.25,0,2,311.5,8.75,2.75,6.75,0,5.5,8.75,12.5,32.75,6.25,25.25,3.25,1.25,0.5,0,205.75,1,0,normal
408348,cf9629c,,45,0,0,0,132,1,0,88,213,0.91264355,0.2857143,0.39285713,30,0,2,22,0,6,0,0,0,0,29,5,1,20,1,7,4,0,2,623,38,8,41,0,14,8,20,119,13,99,4,17,0,0,236,1,0,normal
407084,3f0698d,,52,0,0,0,153,2,0,106,659,0.9442725,0.05172414,0.056650247,38,1,23,9,0,6,0,0,0,0,17,3,2,14,0,1,3,0,0,720,31,17,46,0,13,5,9,135,1,110,6,6,0,0,195,1,1,normal
413624,31c790f,,17.6,0,0,0,78.8,3,0,64.8,468.8,0.8251135,0.13349602,1.4057649,32,4.6,10,7,14.8,0.2,0,0,0.4,0,16.8,9.4,4.8,11.8,0.2,0,8.6,0,6.8,343.4,23.6,5.8,22.8,1.2,6.4,11.2,20.2,80.4,11.6,60,3.6,2,1.4,0,316.2,205.8,0,normal
400042,d731b6c,,136,0,0,0,314,1,0,286,6641,0.97479695,0.04100877,0.17368421,123,5,69,27,4,23,0,0,8,0,70,17,7,51,0,12,17,0,13,1511,75,21,89,9,13,62,55,290,5,251,8,15,0,0,641,1,0,normal
413689,b5baf13,,12.666667,0,0,0,62.333332,1,0,41.333332,288.33334,0.7947877,0.24571325,1.0781951,26.333334,3.3333333,13.666667,4.3333335,8.333333,0,0,0.33333334,0.6666667,0,11.666667,3,1.3333334,10,0.33333334,0,1.3333334,0,3.3333333,252.66667,16,3.3333333,14.666667,0.33333334,4.6666665,0.6666667,12.666667,48,8.333333,32.333332,3.3333333,2.6666667,1.6666666,0,267.66666,683.6667,0,normal
